100,0
200,0
300,30000
400,0
500,60000
600,0
700,220000
800,190000
900,90000
1000,260000
1100,220000
1200,170000
1300,290000
1400,250000
1500,230000
1600,340000
1700,180000
1800,70000
1900,320000
2000,250000
2100,300000
2200,280000
2300,460000
2400,240000
2500,500000
2600,440000
2700,440000
2800,540000
2900,470000
3000,450000
3100,640000
3200,610000
3300,640000
3400,460000
3500,810000
3600,600000
3700,800000
3800,510000
3900,680000
4000,610000
4100,610000
4200,440000
4300,650000
4400,610000
4500,890000
4600,720000
4700,670000
4800,470000
4900,880000
5000,710000
5100,920000
5200,820000
5300,1100000
5400,590000
5500,1090000
5600,780000
5700,960000
5800,940000
5900,1100000
6000,1070000
6100,1090000
6200,1080000
6300,1060000
6400,1020000
6500,910000
6600,1080000
6700,1250000
6800,1260000
6900,1220000
7000,1080000
7100,1310000
7200,950000
7300,1420000
7400,1410000
7500,1380000
7600,1530000
7700,1250000
7800,1330000
7900,1770000
8000,1470000
8100,1450000
8200,1730000
8300,1460000
8400,1440000
8500,1560000
8600,1790000
8700,1800000
8800,1540000
8900,1790000
9000,1780000
9100,1780000
9200,1810000
9300,1740000
9400,1610000
9500,1890000
9600,1570000
9700,1970000
9800,2060000
9900,1590000
10000,1690000
