100,0
200,90
300,70
400,110
500,130
600,50
700,70
800,60
900,80
1000,40
1100,150
1200,40
1300,90
1400,160
1500,120
1600,170
1700,130
1800,250
1900,290
2000,80
2100,80
2200,250
2300,220
2400,50
2500,360
2600,240
2700,70
2800,140
2900,240
3000,250
3100,180
3200,230
3300,80
3400,60
3500,180
3600,70
3700,220
3800,60
3900,190
4000,40
4100,260
4200,360
4300,290
4400,210
4500,50
4600,20
4700,110
4800,80
4900,200
5000,230
5100,250
5200,220
5300,220
5400,50
5500,10
5600,80
5700,50
5800,50
5900,80
6000,60
6100,210
6200,80
6300,520
6400,60
6500,360
6600,50
6700,30
6800,40
6900,200
7000,50
7100,370
7200,250
7300,20
7400,60
7500,50
7600,360
7700,200
7800,30
7900,30
8000,410
8100,50
8200,50
8300,30
8400,180
8500,180
8600,220
8700,370
8800,200
8900,50
9000,190
9100,20
9200,80
9300,180
9400,180
9500,10
9600,0
9700,20
9800,30
9900,170
10000,110
