100,10000
200,0
300,0
400,120000
500,60000
600,60000
700,100000
800,0
900,180000
1000,130000
1100,150000
1200,20000
1300,160000
1400,190000
1500,180000
1600,170000
1700,170000
1800,180000
1900,230000
2000,270000
2100,260000
2200,280000
2300,290000
2400,230000
2500,340000
2600,270000
2700,320000
2800,360000
2900,330000
3000,330000
3100,380000
3200,330000
3300,440000
3400,330000
3500,330000
3600,500000
3700,330000
3800,340000
3900,500000
4000,560000
4100,480000
4200,430000
4300,520000
4400,500000
4500,310000
4600,540000
4700,500000
4800,520000
4900,590000
5000,530000
5100,640000
5200,460000
5300,780000
5400,620000
5500,620000
5600,590000
5700,640000
5800,610000
5900,630000
6000,690000
6100,770000
6200,650000
6300,680000
6400,670000
6500,730000
6600,750000
6700,690000
6800,770000
6900,740000
7000,680000
7100,750000
7200,720000
7300,850000
7400,850000
7500,830000
7600,840000
7700,670000
7800,1000000
7900,1310000
8000,860000
8100,830000
8200,840000
8300,990000
8400,840000
8500,990000
8600,820000
8700,830000
8800,1000000
8900,1000000
9000,840000
9100,1150000
9200,980000
9300,1020000
9400,990000
9500,840000
9600,990000
9700,1010000
9800,1150000
9900,1170000
10000,1160000
