100,100
200,0
300,20
400,10
500,10
600,0
700,0
800,20
900,20
1000,20
1100,10
1200,90
1300,0
1400,10
1500,20
1600,0
1700,0
1800,30
1900,0
2000,10
2100,0
2200,10
2300,0
2400,10
2500,0
2600,0
2700,0
2800,0
2900,20
3000,10
3100,0
3200,0
3300,30
3400,0
3500,0
3600,0
3700,0
3800,0
3900,0
4000,0
4100,130
4200,0
4300,10
4400,10
4500,0
4600,0
4700,10
4800,0
4900,10
5000,20
5100,0
5200,0
5300,10
5400,40
5500,0
5600,0
5700,20
5800,0
5900,20
6000,30
6100,20
6200,50
6300,10
6400,10
6500,180
6600,10
6700,10
6800,150
6900,180
7000,10
7100,30
7200,0
7300,20
7400,0
7500,0
7600,30
7700,20
7800,0
7900,0
8000,20
8100,40
8200,0
8300,0
8400,0
8500,10
8600,140
8700,0
8800,20
8900,0
9000,30
9100,20
9200,10
9300,20
9400,0
9500,20
9600,110
9700,10
9800,0
9900,0
10000,0
